Time (UTC) , i value , j value , latitude , longitude ," u (west to east wind, m/s) "," v (south to north wind, m/s) ", temperature (C) , relative humidity (%) , vertical velocity (cm/s) , pressure (mb) , water vapor  (g/kg) , turbulent kinetic energy (m^2/s^2) , precipitation rate (mm/hr), sensible heat flux (W/m^2) , Latent heat flux (W/m^2) , tracer concentration
17.9,14,68,33.281,-81.678,3.86647,1.24407,15.68567,34.73365,-2.62875,991.86835,3.95506,1.02214,0,231.03033,5.56936,0.0
14.9,48,45,33.258,-81.644,3.70482,-0.26576,9.13949,53.70778,-1.95146,992.28473,3.95026,0.18368,0,46.64183,0.52347,0.0
15.0,56,41,33.254,-81.636,3.5914,-0.31487,9.25257,53.42946,1.67064,992.23132,3.96045,0.19208,0,137.5121,-0.00932,0.0
12.6,4,31,33.244,-81.688,6.9607,-1.20754,8.17843,55.05365,5.46312,994.46729,3.78281,0.0005,0,-8.91204,0.17224,0.0
17.4,51,33,33.246,-81.641,3.77949,1.11754,14.75238,36.78836,-7.1036,991.60004,3.94206,0.8161,0,234.45795,1.92673,0.0
12.5,20,57,33.27,-81.672,6.97828,-0.71907,8.11139,55.57257,-7.03982,995.93158,3.79524,0.00136,0,-49.50895,0.29809,0.0
14.6,50,21,33.234,-81.642,5.55163,-0.792,8.62309,55.01157,-8.09563,993.88837,3.89936,0.13431,0,67.25282,0.60792,0.0
15.2,54,7,33.22,-81.638,3.10113,0.00819,10.45616,50.3826,3.11194,995.6673,4.03854,0.52839,0,167.02332,-1.08606,0.0
17.5,31,64,33.277,-81.661,3.44783,0.79753,15.2761,35.77494,3.5068,993.32068,3.96024,0.9147,0,224.62534,3.38969,0.0
17.4,43,67,33.28,-81.649,3.59169,0.51473,14.93188,36.49837,6.5317,992.64984,3.95301,0.74295,0,212.57379,2.89016,0.0
13.3,14,22,33.235,-81.678,6.43532,-1.21736,7.93888,56.62078,-1.90942,996.13464,3.82041,0.00349,0,-1.8542,-0.05613,0.0
16.4,77,52,33.265,-81.615,3.69824,-0.38685,13.38358,40.32289,8.66324,991.53625,3.94826,0.8578,0,276.82324,0.72631,0.0
13.7,45,6,33.219,-81.647,6.84392,-1.68762,8.08897,55.8343,-9.04716,994.9054,3.81122,0.00331,0,-0.55914,-0.04013,0.0
12.5,58,53,33.266,-81.634,7.0642,-0.74933,8.07002,55.43641,-6.05561,993.33252,3.78516,0.00058,0,-24.96644,0.39997,0.0
13.1,73,42,33.255,-81.619,7.30052,-1.50257,8.32715,54.09826,-0.75962,992.60101,3.76249,0.0005,0,-19.58343,0.3784,0.0
15.9,40,32,33.245,-81.652,3.66902,-0.15629,11.84394,45.33218,4.39708,991.74744,4.00534,0.46366,0,236.024,0.88174,0.0
15.5,12,62,33.275,-81.68,3.42007,-0.30806,11.02327,48.37534,-4.94292,993.07385,4.03957,0.6062,0,203.01129,-0.21908,0.0
14.8,73,16,33.229,-81.619,3.61781,-0.35735,9.40739,52.65445,0.82739,994.13892,3.93675,0.52976,0,109.57948,0.53553,0.0
14.6,51,30,33.243,-81.641,5.72254,-0.99481,8.56795,54.96962,-5.97695,992.75073,3.88619,0.07211,0,9.68016,-0.00576,0.0
12.0,71,64,33.277,-81.621,7.05157,-0.36972,8.10121,55.43539,-6.28269,993.13104,3.79401,0.00228,0,-13.34094,0.24221,0.0
16.7,4,37,33.25,-81.688,3.24469,0.3593,13.91014,39.86852,3.01929,994.17084,4.03116,0.75345,0,210.34827,1.06347,0.0
15.1,9,37,33.25,-81.683,3.39929,-0.27795,9.94084,52.09465,4.10485,993.961,4.03952,0.39271,0,159.97549,-1.68394,0.0
13.9,52,57,33.27,-81.64,6.06161,-0.64607,7.87916,57.10183,1.35641,994.70764,3.84261,0.00497,0,-7.20173,0.14915,0.0
14.4,53,64,33.277,-81.639,6.14934,-0.73715,8.46487,54.92884,-3.05612,992.56689,3.85667,0.0457,0,5.18263,0.38043,0.0
13.9,74,33,33.246,-81.618,6.6674,-1.57686,8.27018,54.94799,0.74662,993.63385,3.80263,0.0005,0,11.5416,0.39541,0.0
14.9,39,67,33.28,-81.653,3.91015,0.05809,9.29088,53.26708,7.69226,993.72589,3.95272,0.23829,0,13.30679,0.83499,0.0
12.6,28,12,33.225,-81.664,7.28479,-1.60796,8.22556,54.72753,-2.0982,993.71191,3.77551,0.00078,0,-21.58727,0.4088,0.0
13.0,24,47,33.26,-81.668,6.93566,-1.02617,8.10635,55.52499,6.21313,995.39545,3.79275,0.00116,0,-9.3331,0.13151,0.0
17.2,33,4,33.217,-81.659,3.62741,0.81901,14.59242,37.9469,0.87293,993.01489,4.0179,0.74002,0,229.31161,1.35299,0.0
14.2,57,52,33.265,-81.635,6.13392,-0.80289,8.19553,55.8026,-5.15654,993.01563,3.84445,0.00713,0,61.09548,-0.35754,0.0
16.7,6,7,33.22,-81.686,3.15473,0.33033,13.77459,40.46549,0.81402,993.31915,4.05861,0.79533,0,280.04739,55.98917,0.0
13.0,61,55,33.268,-81.631,6.81183,-0.79439,8.04459,55.68763,-5.69451,994.16589,3.79246,0.00125,0,-26.73138,0.25001,0.0
14.8,71,19,33.232,-81.621,3.63278,-0.28112,9.36728,52.85496,1.37589,994.77191,3.93842,0.52617,0,111.54086,0.54069,0.0
14.0,58,33,33.246,-81.634,6.63382,-1.47564,8.13637,55.5865,-1.18529,992.76483,3.81499,0.00117,0,26.86177,-0.10064,0.0
17.7,35,32,33.245,-81.657,3.88181,1.75322,15.17926,35.836,-3.74014,991.62415,3.94882,0.83484,0,236.81694,4.59251,0.0
13.7,62,43,33.256,-81.63,6.81209,-1.41827,8.20975,54.95848,-5.22439,992.64923,3.79142,0.0005,0,-18.19581,0.35908,0.0
13.5,75,51,33.264,-81.617,7.03772,-1.30102,8.21631,54.81328,2.96148,992.68323,3.78298,0.0005,0,-14.40786,0.24588,0.0
14.0,10,4,33.217,-81.682,6.56238,-1.35835,8.25156,55.34773,-5.00209,994.42999,3.82232,0.00463,0,28.33232,18.06992,0.0
15.8,60,58,33.271,-81.632,3.37399,-0.36518,11.97506,44.759,1.88376,993.55396,3.98219,0.53409,0,209.14331,0.11528,0.0
15.2,11,57,33.27,-81.681,3.25275,-0.24625,10.39795,50.35536,-5.66873,994.41309,4.02561,0.52077,0,166.82509,-1.44006,0.0
17.2,48,31,33.244,-81.644,3.68403,0.77598,14.48935,37.52594,-5.85678,991.54156,3.95247,0.79487,0,219.05072,1.44116,0.0
13.5,23,68,33.281,-81.669,7.04714,-1.31431,8.39055,54.12208,-7.17216,993.41809,3.77742,0.00059,0,-11.58668,0.11635,0.0
14.5,26,27,33.24,-81.666,5.35893,-0.71235,8.29796,56.42722,1.0252,994.48303,3.9091,0.08056,0,54.39618,-0.11647,0.0
16.4,30,42,33.255,-81.662,3.5745,-0.04042,13.21766,41.35142,0.49933,993.13184,3.99815,0.60761,0,163.61266,0.6328,0.0
16.2,32,29,33.242,-81.66,3.79389,-0.04837,12.61342,43.09705,3.52954,992.17413,4.00687,0.5487,0,161.89624,1.27299,0.0
16.5,5,67,33.28,-81.687,3.50653,-0.06008,13.35406,41.55277,3.05633,992.78668,4.05554,0.79128,0,161.41991,1.20938,0.0
17.0,21,16,33.229,-81.671,3.38613,0.43254,14.2855,38.93376,-0.83357,993.24603,4.03908,0.71943,0,204.06326,55.74828,0.0
15.5,21,51,33.264,-81.671,3.40752,-0.29196,11.30637,47.30244,3.69709,994.52399,4.01998,0.62886,0,209.08243,-0.20393,0.0
16.3,36,27,33.24,-81.656,3.85024,-0.06053,12.81879,42.43653,-0.25008,991.87421,4.00097,0.56068,0,171.25903,1.33417,0.0
15.4,44,57,33.27,-81.648,3.02154,-0.14132,11.02566,47.81526,4.73818,995.04553,3.98542,0.42417,0,88.28439,-0.3904,0.0
12.7,72,32,33.245,-81.62,7.1502,-1.36625,8.19915,54.95856,-13.30477,993.98279,3.78352,0.00238,0,-0.69115,-0.05905,0.0
16.6,45,34,33.247,-81.647,3.87914,0.10833,13.39896,40.55306,-4.59509,991.5708,3.9747,0.60148,0,183.66949,1.03362,0.0
12.6,20,46,33.259,-81.672,7.1654,-1.02555,8.25426,54.67162,-4.19224,994.80872,3.77482,0.00074,0,-14.99427,0.2304,0.0
13.8,77,31,33.244,-81.615,6.90233,-1.66708,8.2726,54.76505,12.71544,992.95831,3.79323,0.00078,0,52.22443,-0.24046,0.0
12.3,64,32,33.245,-81.628,7.35102,-1.34707,8.27267,54.40773,-0.75639,992.30682,3.77101,0.0005,0,-15.44956,0.34356,0.0
14.9,22,47,33.26,-81.67,3.5739,-0.29389,9.69989,52.15443,2.90547,995.34485,3.9729,0.35622,0,35.44305,-0.36994,0.0
12.1,65,31,33.244,-81.627,7.33362,-1.22888,8.29411,54.38227,1.02741,992.29437,3.77484,0.0005,0,-14.11534,0.30342,0.0
16.2,74,23,33.236,-81.618,3.50548,-0.38892,13.08888,41.51881,0.91622,993.89227,3.9771,0.82373,0,257.69711,0.62699,0.0
13.6,27,24,33.237,-81.665,6.61199,-1.32965,8.06248,55.91682,6.86011,994.40363,3.81184,0.00069,0,-5.74521,0.12327,0.0
12.7,32,59,33.272,-81.66,6.91824,-0.75758,8.03594,56.00065,12.85695,996.09552,3.80404,0.00364,0,-4.97532,-0.10021,0.0
12.4,33,25,33.238,-81.659,7.1803,-1.18465,8.08782,55.4044,5.74153,993.03998,3.78875,0.00051,0,-15.25664,0.19866,0.0
13.7,47,57,33.27,-81.645,6.05566,-0.56147,7.80819,57.39728,3.98102,995.55017,3.84031,0.00419,0,-12.15496,0.12139,0.0
15.1,8,33,33.246,-81.684,3.43787,-0.35831,9.83382,52.57948,4.89547,993.98468,4.0475,0.34475,0,160.40176,-1.40956,0.0
15.7,51,52,33.265,-81.641,3.41022,-0.29628,11.63375,45.75236,9.75607,992.57971,3.98254,0.49644,0,216.55734,0.17939,0.0
12.3,38,62,33.275,-81.654,6.77513,-0.48008,7.79734,57.1428,5.05688,995.52972,3.82054,0.00539,0,-0.173,-0.02524,0.0
17.3,71,21,33.234,-81.621,3.71671,0.32435,15.13033,35.881,-6.26521,994.22607,3.93065,1.05206,0,329.88104,0.7852,0.0
17.0,25,52,33.265,-81.667,3.27956,0.49156,14.53338,37.81822,0.75055,993.27301,3.98772,0.87986,0,206.3833,1.26791,0.0
16.9,77,50,33.263,-81.615,3.66765,0.30467,14.34609,37.6035,5.75259,991.49792,3.92367,0.94925,0,312.58914,1.05871,0.0
15.6,24,9,33.222,-81.668,3.37313,-0.47038,11.27143,48.03086,0.96565,993.51404,4.07652,0.55269,0,184.52769,48.28479,0.0
17.2,75,31,33.244,-81.617,3.70508,0.45045,14.81176,36.44385,6.09718,992.36664,3.91731,1.00329,0,333.89938,0.93463,0.0
12.8,31,55,33.268,-81.661,7.31133,-1.07496,8.27402,54.49149,8.27394,994.28064,3.76957,0.00056,0,-15.14928,0.29428,0.0
17.8,77,22,33.235,-81.615,3.47159,0.24357,16.08244,33.68633,37.32911,993.35852,3.93017,1.00852,0,323.64236,-0.00964,0.0
12.0,32,15,33.228,-81.66,7.21572,-1.30829,8.22425,54.87383,1.35337,993.09637,3.78763,0.00073,0,-3.9891,-0.05457,0.0
13.8,52,14,33.227,-81.64,6.81661,-1.66596,8.21165,55.37674,-9.1896,994.70813,3.81277,0.00361,0,-0.39072,-0.02409,0.0
16.1,56,61,33.274,-81.636,3.88731,-0.53462,12.51813,43.15246,1.2785,992.62366,3.98478,0.51816,0,157.95753,0.63159,0.0
13.2,17,58,33.271,-81.675,6.56943,-0.90047,8.06015,55.95725,-14.34925,995.9892,3.80785,0.00193,0,-29.0234,0.13982,0.0
17.5,33,16,33.229,-81.659,3.38411,0.63867,15.08486,36.57411,6.49629,992.34924,4.00235,0.87233,0,328.4054,0.95547,0.0
14.9,67,62,33.275,-81.625,4.56448,-0.30656,9.24723,53.00546,1.82258,993.42139,3.92282,0.15155,0,132.0584,-0.01635,0.0
17.7,39,61,33.274,-81.653,3.65743,1.08817,15.70785,34.6756,0.35233,995.01196,3.94143,0.85993,0,239.07457,3.77734,0.0
16.7,65,19,33.232,-81.627,3.62544,0.01352,14.2452,38.40717,-1.53648,994.95502,3.96694,0.94864,0,295.89169,1.03117,0.0
12.5,31,48,33.261,-81.661,7.20758,-0.93437,8.16953,55.02623,4.24472,994.11859,3.77995,0.0005,0,-13.6256,0.25091,0.0
12.6,66,67,33.28,-81.626,7.23051,-0.91021,8.16603,54.75842,2.29192,992.46771,3.76697,0.00224,0,-33.7061,0.37928,0.0
14.2,38,39,33.252,-81.654,6.34982,-1.14321,8.2772,55.3911,0.39006,993.26416,3.83661,0.00778,0,-0.61354,0.04917,0.0
17.4,13,31,33.244,-81.679,3.72073,1.25923,14.95059,36.8078,-0.76846,993.31097,3.98873,0.76301,0,233.98779,2.61819,0.0
12.7,58,19,33.232,-81.634,6.89284,-1.32698,8.09737,55.80618,-3.9042,995.76331,3.80818,0.00697,0,-0.00691,-0.00112,0.0
12.5,40,61,33.274,-81.652,6.56951,-0.45678,7.74123,57.50954,2.96256,995.90326,3.82875,0.0067,0,-0.03966,-0.00734,0.0
12.5,49,29,33.242,-81.643,7.39243,-1.32675,8.1889,54.78915,-7.5194,992.59137,3.77454,0.00051,0,-2.16004,-0.13935,0.0
17.6,71,63,33.276,-81.621,3.81381,0.4682,15.56837,34.71539,6.1536,992.76263,3.91924,0.90713,0,335.75171,0.66572,0.0
18.0,56,22,33.235,-81.636,3.19516,1.47676,16.27545,33.3973,29.17036,993.52332,3.94497,1.05296,0,336.95959,1.12048,0.0
15.2,22,47,33.26,-81.67,3.29045,-0.24172,10.54422,49.68021,0.42217,995.16577,4.00806,0.44875,0,68.59376,-1.14327,0.0
14.6,61,58,33.271,-81.631,5.03329,-0.35236,8.66005,54.9338,-1.957,994.21106,3.90244,0.08401,0,79.40782,-0.0576,0.0
14.2,71,29,33.242,-81.621,6.42791,-1.38152,8.24884,55.47025,-13.76927,994.04431,3.83157,0.02235,0,-0.40374,-0.00078,0.0
13.4,57,53,33.266,-81.635,6.6976,-0.92866,8.06357,55.64994,-5.43692,993.56476,3.79716,0.00054,0,-23.3416,0.3373,0.0
17.3,58,6,33.219,-81.634,3.74512,1.04696,15.01908,36.49062,3.19239,993.86792,3.96987,0.90064,0,337.97635,0.76016,0.0
14.0,63,52,33.265,-81.629,6.45058,-0.93887,8.17722,55.56787,-7.3005,993.53784,3.82143,0.00094,0,8.08711,0.23031,0.0
12.9,56,25,33.238,-81.636,7.24511,-1.41443,8.22466,54.84143,-4.01616,994.26697,3.78099,0.00061,0,-13.92513,0.53936,0.0
12.8,31,14,33.227,-81.661,7.21645,-1.63138,8.16341,55.00051,-2.21117,993.57568,3.77868,0.00074,0,-3.18778,-0.15648,0.0
15.5,63,5,33.218,-81.629,3.26845,-0.10737,11.15882,47.81943,0.7892,993.83392,4.02662,0.63789,0,197.8661,-0.0864,0.0
16.3,24,62,33.275,-81.668,3.32261,-0.27827,13.22752,41.63961,-5.85646,994.73267,4.02206,0.7938,0,150.53511,0.72562,0.0
16.7,21,49,33.262,-81.671,3.27772,0.11671,14.10004,39.101,-0.72433,994.74432,4.00103,0.82302,0,204.94423,1.36572,0.0
17.5,7,50,33.263,-81.685,3.39339,1.00527,15.51775,35.54321,-1.4058,994.97839,3.99041,1.02759,0,336.39197,1.21248,0.0
17.7,51,15,33.228,-81.641,3.26708,1.31039,15.70134,34.8834,15.09869,993.21649,3.97067,0.95427,0,344.2142,0.70836,0.0
14.7,55,34,33.247,-81.637,5.21598,-0.8181,8.62788,55.04057,4.43486,992.4632,3.90836,0.09149,0,115.12749,0.23025,0.0
12.3,8,57,33.27,-81.684,6.57661,-0.71871,7.89402,56.48106,-10.34345,994.24036,3.80654,0.00111,0,-20.06989,0.37648,0.0
14.4,79,40,33.253,-81.613,6.27736,-1.30998,8.35334,55.17865,6.33486,992.40753,3.84529,0.05838,0,70.51912,0.87246,0.0
13.0,11,26,33.239,-81.681,6.79328,-1.31607,8.02804,55.87452,-0.21437,994.87256,3.79812,0.00129,0,-0.55804,-0.03902,0.0
13.0,74,28,33.241,-81.618,7.072,-1.47975,8.22558,54.8821,-7.57781,994.54694,3.78295,0.00137,0,-3.45283,0.03603,0.0
15.0,30,49,33.262,-81.662,3.3621,-0.15839,9.85918,51.48333,4.20153,993.98529,3.96994,0.35117,0,53.71741,-0.42025,0.0
13.1,48,41,33.254,-81.644,7.05418,-1.20159,8.10593,55.16144,-2.4573,992.62799,3.77843,0.0005,0,-3.02028,-0.14081,0.0
16.3,65,11,33.224,-81.627,3.54182,-0.17748,13.24312,41.24693,9.82274,992.80402,3.99611,0.85975,0,270.06839,1.06457,0.0
16.1,28,42,33.255,-81.664,3.58039,-0.20466,12.57148,43.24271,0.38949,993.2912,4.00462,0.57032,0,146.35846,0.66542,0.0
15.5,48,5,33.218,-81.644,3.4566,-0.15981,11.15456,48.16265,1.62734,995.30048,4.04831,0.48081,0,197.56197,0.62665,0.0
16.9,72,61,33.274,-81.62,3.76026,-0.24598,14.40383,37.59043,2.99333,993.1897,3.93042,0.82112,0,312.07816,1.50675,0.0
16.3,61,6,33.219,-81.631,3.6124,-0.08405,13.15612,41.60696,4.43966,993.38196,4.00544,0.78907,0,270.99588,1.02651,0.0
12.1,16,46,33.259,-81.676,7.22041,-0.84338,8.3029,54.42799,-7.16561,993.92938,3.77401,0.0005,0,-15.47129,0.25184,0.0
14.7,78,33,33.246,-81.614,4.9394,-0.63843,8.72572,54.68129,5.60753,992.39996,3.90922,0.25232,0,116.73042,-0.02665,0.0
13.0,30,11,33.224,-81.662,7.21624,-1.66996,8.22953,54.755,-3.38819,994.1015,3.77693,0.00086,0,-8.63995,0.07962,0.0
13.5,36,60,33.273,-81.656,6.29232,-0.64149,7.76018,57.61772,8.40406,996.25525,3.83961,0.00603,0,-0.13593,-0.02242,0.0
14.6,56,51,33.264,-81.636,5.28161,-0.63035,8.70069,54.55338,-2.49964,992.53796,3.89285,0.08291,0,104.00114,-0.04302,0.0
16.6,25,29,33.242,-81.667,3.66072,0.31876,13.56232,40.49704,0.65101,993.48724,4.00449,0.59652,0,226.79477,1.26134,0.0
13.7,79,40,33.253,-81.613,7.0026,-1.6303,8.29366,54.57535,2.96079,992.56073,3.7871,0.00064,0,-5.52288,0.15214,0.0
12.2,24,25,33.238,-81.668,6.85852,-1.01475,8.09668,55.64292,4.06014,994.47864,3.80182,0.00063,0,-16.32535,0.1501,0.0
13.6,29,28,33.241,-81.663,6.68784,-1.25928,8.06632,55.86982,3.99362,994.27875,3.81013,0.00061,0,-11.04662,0.10816,0.0
15.3,34,16,33.229,-81.658,3.77462,-0.53564,10.32241,51.04107,2.80117,992.77325,4.06643,0.36714,0,159.19713,-0.00566,0.0
12.4,74,59,33.272,-81.618,7.17022,-0.60723,8.11305,55.21877,2.66293,993.33362,3.78147,0.00113,0,-44.49515,0.41808,0.0
13.7,17,56,33.269,-81.675,6.25777,-0.83203,8.01804,56.49916,-9.61265,996.26404,3.83253,0.00215,0,21.32211,-0.18698,0.0
15.3,40,29,33.242,-81.652,3.57909,-0.05153,10.20675,50.93194,6.16627,992.09015,4.0289,0.3207,0,181.58693,-0.58726,0.0
13.3,67,56,33.269,-81.625,6.713,-0.83489,8.05733,55.72216,-0.6204,994.43457,3.79711,0.00128,0,-16.05979,0.35625,0.0
12.6,31,51,33.264,-81.661,7.31772,-1.01167,8.24382,54.61535,5.40494,993.97144,3.7715,0.0005,0,-15.6358,0.28752,0.0
14.3,73,25,33.238,-81.619,6.09983,-1.17455,8.23139,55.94318,-2.86981,994.83728,3.85649,0.08722,0,10.83705,3.53957,0.0
16.8,9,67,33.28,-81.683,3.56854,0.13747,13.85402,39.88044,0.29518,991.61194,4.028,0.82727,0,179.08754,1.21541,0.0
17.9,79,27,33.24,-81.613,4.06114,-0.40677,15.88515,33.88245,10.40321,992.44037,3.90627,1.09662,0,348.09097,-0.01352,0.0
13.8,56,45,33.258,-81.636,6.6428,-1.22488,8.07931,55.65424,1.0073,992.64203,3.80516,0.00073,0,24.25185,-0.19362,0.0
12.6,14,58,33.271,-81.678,6.73817,-0.86168,8.03029,55.86272,-16.41336,995.02753,3.79732,0.00115,0,-31.98998,0.32347,0.0
12.7,59,13,33.226,-81.633,7.03131,-1.38854,8.2619,54.95504,2.31515,995.87268,3.79234,0.00448,0,-15.65317,0.3272,0.0
14.5,42,50,33.263,-81.65,5.3734,-0.54956,8.51758,55.24336,-3.38298,992.68378,3.89234,0.09541,0,22.97978,-0.11184,0.0
16.8,42,37,33.25,-81.65,3.77217,0.43033,13.81605,39.35977,-0.62176,991.836,3.96454,0.62267,0,190.82175,1.18744,0.0
15.5,67,66,33.279,-81.625,4.04536,-0.1577,10.79385,48.29592,-2.52067,991.9472,3.97563,0.42566,0,208.75067,-0.65944,0.0
16.5,34,17,33.23,-81.658,3.77274,-0.16203,13.29723,41.40635,4.97599,992.1554,4.02866,0.62696,0,297.25064,0.44461,0.0
16.5,72,65,33.278,-81.62,4.15109,-0.54877,13.38731,40.5201,-7.9812,992.54822,3.96441,0.68863,0,284.20798,1.29156,0.0
12.4,60,20,33.233,-81.632,6.83097,-1.21326,8.10149,55.8485,1.99046,995.46368,3.81331,0.00636,0,-0.02439,-0.00285,0.0
12.0,30,47,33.26,-81.662,7.14195,-0.68269,8.16499,55.20338,5.11721,994.05322,3.79119,0.00057,0,-11.10298,0.19228,0.0
13.2,75,65,33.278,-81.617,6.83092,-0.75784,8.07858,55.4744,-8.30635,994.24731,3.78648,0.00386,0,-23.09254,0.38541,0.0
17.1,22,24,33.237,-81.67,3.63612,0.79385,14.46366,38.18703,-1.50763,994.02051,4.00513,0.68974,0,221.32864,1.30168,0.0
17.6,37,8,33.221,-81.655,3.79444,1.48737,15.20355,36.22665,2.52597,992.75848,3.99356,0.8274,0,251.40388,3.05411,0.0
16.5,6,26,33.239,-81.686,3.50372,0.21328,13.30698,41.55054,1.23099,993.63446,4.03918,0.61298,0,186.41162,1.06867,0.0
16.7,22,24,33.237,-81.67,3.6334,0.33374,13.75484,40.10683,0.65205,994.02985,4.01447,0.60329,0,196.34782,1.22188,0.0
13.7,4,67,33.28,-81.688,6.16051,-0.924,7.89557,56.89565,10.51433,994.21838,3.83497,0.00204,0,-10.25879,-0.12179,0.0
17.6,59,60,33.273,-81.633,3.78265,0.82112,15.51675,34.9227,3.52434,993.06573,3.92818,0.85291,0,234.30716,2.99805,0.0
14.9,67,34,33.247,-81.625,4.26534,-0.46792,8.99112,54.11418,-3.48392,992.47668,3.93925,0.2482,0,124.03281,-0.29892,0.0
13.1,69,17,33.23,-81.623,6.87692,-1.33307,8.08504,55.71659,9.11221,994.82208,3.80246,0.01707,0,-21.39434,0.39034,0.0
15.8,7,64,33.277,-81.685,3.35399,-0.31126,11.69378,46.47712,1.4929,992.50256,4.06226,0.66675,0,231.38901,-0.19754,0.0
14.8,36,38,33.251,-81.656,4.30673,-0.3582,8.97823,54.26571,2.72306,992.79449,3.94552,0.17964,0,22.42132,0.57687,0.0
12.4,6,65,33.278,-81.686,6.70554,-0.80598,7.90289,56.30097,4.76807,993.41742,3.7999,0.00167,0,-34.93227,0.3666,0.0
13.7,66,20,33.233,-81.626,6.41208,-1.33983,7.97266,56.66452,0.71811,995.85254,3.83336,0.01927,0,-1.31973,0.02198,0.0
16.4,57,14,33.227,-81.635,3.32842,-0.10596,13.63937,40.28085,-0.78197,995.10016,3.99686,0.86846,0,274.97595,1.24235,0.0
17.9,28,33,33.246,-81.664,4.09407,2.01032,15.49368,35.04009,1.35263,991.88324,3.94022,0.85798,0,243.73341,5.5627,0.0
15.6,69,26,33.239,-81.623,3.31533,-0.38962,11.43881,46.59754,-1.54134,993.20978,4.00082,0.65381,0,197.78831,-0.2105,0.0
17.9,78,21,33.234,-81.614,3.68587,2.02126,16.21531,33.34117,36.07044,993.42041,3.92336,1.07586,0,360.76743,1.45015,0.0
14.5,15,15,33.228,-81.677,5.38726,-0.75987,8.40609,55.86283,3.86916,994.0199,3.90068,0.1128,0,104.0349,26.80277,0.0
12.5,41,33,33.246,-81.651,7.37956,-1.20575,8.13533,54.97442,5.20436,992.42871,3.77401,0.00106,0,-5.13937,0.01494,0.0
15.3,59,58,33.271,-81.633,2.96606,-0.05664,10.62905,48.80185,-3.1925,993.84052,3.96517,0.41214,0,147.89909,-0.19967,0.0
15.6,29,35,33.248,-81.663,3.49726,-0.14511,11.09764,47.88628,0.29165,991.86237,4.02378,0.43899,0,105.53059,0.22804,0.0
12.0,5,52,33.265,-81.687,6.38247,-0.45263,7.90839,56.62888,-9.63339,994.65588,3.81867,0.00073,0,-13.74783,0.25487,0.0
14.3,79,56,33.269,-81.613,6.39566,-0.98767,8.29701,55.34986,1.73933,992.52765,3.84186,0.0349,0,57.80713,0.49508,0.0
17.7,15,33,33.246,-81.677,3.892,1.64371,15.3749,35.60013,1.38752,992.94336,3.96796,0.82801,0,236.64809,4.49509,0.0
17.2,76,31,33.244,-81.616,3.73671,0.44525,14.78874,36.47526,6.89689,992.07281,3.91593,1.00969,0,336.88995,0.90106,0.0
15.9,20,25,33.238,-81.672,3.47629,-0.13775,11.99939,45.38519,-0.31094,994.4259,4.04087,0.4487,0,140.04355,1.05113,0.0
15.1,55,12,33.225,-81.637,3.06672,-0.10193,10.26755,50.72144,1.35346,995.74335,4.01384,0.61794,0,148.45616,-1.25197,0.0
15.5,7,63,33.276,-81.685,3.35899,-0.29939,10.91004,48.88323,-0.97093,992.66553,4.05264,0.5991,0,204.98439,-0.19961,0.0
16.7,35,55,33.268,-81.657,3.49499,0.08724,13.89377,39.3534,0.35995,993.22974,3.9786,0.73556,0,191.90826,1.42881,0.0
14.6,63,61,33.274,-81.629,5.25513,-0.43944,8.66461,54.81825,1.41916,994.09802,3.8959,0.06958,0,98.02795,-0.05903,0.0
16.3,67,43,33.256,-81.625,3.78408,-0.23975,12.92717,41.65672,-1.28411,991.59003,3.95699,0.71827,0,269.57132,1.03851,0.0
12.1,7,59,33.272,-81.685,6.61351,-0.66395,7.90633,56.40185,-5.65206,993.55206,3.80709,0.00066,0,-26.52674,0.41906,0.0
15.3,33,44,33.257,-81.659,3.2191,-0.1343,10.60829,49.35318,4.80892,993.82068,4.00443,0.37289,0,77.31864,-0.87786,0.0
18.0,21,52,33.265,-81.671,3.77346,1.65588,16.11822,33.67247,13.70866,993.94263,3.93534,1.09125,0,359.00186,1.64322,0.0
16.9,68,6,33.219,-81.624,3.78781,0.45818,14.35951,37.99505,3.62213,992.78247,3.96281,0.92318,0,315.95401,1.27757,0.0
16.8,72,11,33.224,-81.62,3.71323,0.15595,14.16581,38.38032,7.75899,991.59204,3.95709,0.95597,0,312.97833,1.0779,0.0
16.6,71,29,33.242,-81.621,3.57553,-0.20476,13.80696,39.32804,-1.86966,993.00653,3.95423,0.8542,0,290.78186,0.50654,0.0
12.3,13,37,33.25,-81.679,7.06241,-1.03416,8.14706,55.12959,-2.6838,993.67523,3.78291,0.0005,0,-7.19604,0.08173,0.0
16.9,14,58,33.271,-81.678,3.19138,0.27386,14.44196,38.3045,-1.36905,994.01221,4.01175,0.91989,0,314.11896,0.73267,0.0
14.6,33,42,33.255,-81.659,4.69711,-0.40625,8.71182,55.06883,7.63886,993.96143,3.92693,0.15156,0,7.78523,0.64143,0.0
16.7,10,8,33.221,-81.682,3.20087,0.25726,13.75004,40.48972,-1.85992,993.198,4.05495,0.77002,0,207.04456,48.47137,0.0
14.7,59,15,33.228,-81.633,3.88494,-0.33194,9.07818,54.19509,6.0303,995.9682,3.95459,0.49215,0,89.79356,1.03735,0.0
14.7,35,45,33.258,-81.657,4.14721,-0.25188,8.88766,54.62296,7.23283,993.82935,3.94283,0.18572,0,16.61571,0.5975,0.0
